Geometry X Y;Geometry;INSEE;CHOM75;CHOM82;CHOM90;CHOM99;CHOM2006;CHOM2007;CHOM2008;Chom2009;TxChom2009
49.079981874, 2.15478165583;"{""type"": ""Polygon"", ""coordinates"": [[[2.159826749691515, 49.103575536942714], [2.173464476427184, 49.08812825191721], [2.182317860670466, 49.07668376840553], [2.186583460098116, 49.0784340252643], [2.193428186197313, 49.07368562810309], [2.189518064801129, 49.07212492966709], [2.168562484133904, 49.064047593322776], [2.145751765464836, 49.06688054377097], [2.126877088765402, 49.06400582922686], [2.120195269235026, 49.064775772432824], [2.125930238135205, 49.07745726474295], [2.133500660000841, 49.080699332710886], [2.130521533256381, 49.085999739104416], [2.148610502899505, 49.09251460713786], [2.142076041925356, 49.09670331612741], [2.149839638857963, 49.10424315155392], [2.159826749691515, 49.103575536942714]]]}";95039;97.0;192.0;208.0;269.0;259;212.37;211.2;210.0;6.010303
49.083247729, 2.03288321014;"{""type"": ""Polygon"", ""coordinates"": [[[2.039266405399984, 49.09993597246532], [2.047233292072202, 49.09122436079565], [2.045323863519279, 49.082964138570546], [2.03467302601381, 49.06270275380301], [2.031213287424299, 49.06731275601213], [2.029221005405335, 49.064358629326506], [2.02388271784464, 49.06643166141734], [2.026956250130452, 49.07406663219682], [2.015924130339721, 49.077543905588], [2.027003574800242, 49.09644128320168], [2.033149717830284, 49.10133181378261], [2.039266405399984, 49.09993597246532]]]}";95078;10.0;28.0;42.0;57.0;64;64.43;65.24;77.97;8.428925
49.0838156643, 2.19241435687;"{""type"": ""Polygon"", ""coordinates"": [[[2.208303230330641, 49.090960305416054], [2.206451566113651, 49.086956453218896], [2.193428186197313, 49.07368562810309], [2.186583460098116, 49.0784340252643], [2.182317860670466, 49.07668376840553], [2.173464476427184, 49.08812825191721], [2.183521880158302, 49.08571409125121], [2.195165014991346, 49.08857075884968], [2.194618797646658, 49.09282364433136], [2.208303230330641, 49.090960305416054]]]}";95120;15.0;45.0;56.0;100.0;59;58.6;58.29;81.43;7.82123
49.0712723133, 1.59462011666;"{""type"": ""Polygon"", ""coordinates"": [[[1.608798964835784, 49.07775785269509], [1.614832762788809, 49.071419906057514], [1.59971238845822, 49.054551446609956], [1.591897587431635, 49.06284654382847], [1.580714342106562, 49.06208982392888], [1.572973979469916, 49.072371639690815], [1.578059083539893, 49.07460873733078], [1.571675988555955, 49.076643728979285], [1.604977964977571, 49.085269751148125], [1.608798964835784, 49.07775785269509]]]}";78276;2.0;17.0;24.0;29.0;24;24.25;24.34;32.31;10.030395
49.0641571263, 3.16171107354;"{""type"": ""Polygon"", ""coordinates"": [[[3.181973177857006, 49.06152264603429], [3.168320756177147, 49.05044397910685], [3.157915158409533, 49.04754231901001], [3.143767708013307, 49.063453021594256], [3.14933273609398, 49.06898047876569], [3.143357851916795, 49.07358228109252], [3.158611555681848, 49.08045259423309], [3.17436293824815, 49.07197477288727], [3.181973177857006, 49.06152264603429]]]}";77204;2.0;3.0;1.0;5.0;7;6.88;7.0;6.93;7.526882
49.0620588334, 1.70671485944;"{""type"": ""Polygon"", ""coordinates"": [[[1.706050828889693, 49.07770489942296], [1.715247655599113, 49.062646894560885], [1.712054372418308, 49.053249797155296], [1.721946745417704, 49.052170215186564], [1.723910197109806, 49.05493260271229], [1.732010329759304, 49.05047916032579], [1.723241750461501, 49.044829863690474], [1.693576611794108, 49.056870629678976], [1.696934210396071, 49.06600837346142], [1.687620089571468, 49.07179245750953], [1.691831612520392, 49.07527856062077], [1.703636689013722, 49.07914845317148], [1.706050828889693, 49.07770489942296]]]}";95651;11.0;23.0;33.0;30.0;23;27.5;27.75;28.0;6.557377
49.0716409275, 2.30484895013;"{""type"": ""Polygon"", ""coordinates"": [[[2.334099434343493, 49.07541190233747], [2.330008223007145, 49.06362225543797], [2.315486521782946, 49.06760424556075], [2.300036213366035, 49.06557695565615], [2.287233134904991, 49.07247855499315], [2.276133183623933, 49.07188869484513], [2.274508544033158, 49.06857849983031], [2.271510404666035, 49.06917035261383], [2.273731842947599, 49.07661757484897], [2.280346859698196, 49.07369838435416], [2.283585903458548, 49.078349172239065], [2.296658501608187, 49.079145850223725], [2.308052382400449, 49.07187416365643], [2.334099434343493, 49.07541190233747]]]}";95430;57.0;90.0;91.0;144.0;131;110.83;109.92;109.0;6.333527
49.0617065869, 1.92609424621;"{""type"": ""Polygon"", ""coordinates"": [[[1.960036237370363, 49.07149248367097], [1.9399272338429, 49.05467088709117], [1.944377327601689, 49.050819285698445], [1.937570437686655, 49.048295742964214], [1.916701892990891, 49.05208804430977], [1.914211025535747, 49.04575688082853], [1.908444964962039, 49.04810059231382], [1.897530421895305, 49.06164752117454], [1.899248571485721, 49.06544010765481], [1.904354773038672, 49.074686195925935], [1.923387358211354, 49.06745421975984], [1.936627450112456, 49.06849044102004], [1.953070961893603, 49.078339909447166], [1.960036237370363, 49.07149248367097]]]}";95348;1.0;9.0;10.0;14.0;7;6.96;7.0;17.9;6.293707
49.0623042858, 1.81747181538;"{""type"": ""Polygon"", ""coordinates"": [[[1.823630188790542, 49.07634045340693], [1.840385693948108, 49.06949872279775], [1.841517127291823, 49.06448556719145], [1.843629979145911, 49.05983634718937], [1.837159995310369, 49.05820756202478], [1.81518453954291, 49.05551062223171], [1.821571496656604, 49.043974603829156], [1.811990025226095, 49.04061268861128], [1.810885634243465, 49.046713838532675], [1.794187351753155, 49.05865052924687], [1.800118720733613, 49.064398001321656], [1.79676570303204, 49.07192733146229], [1.8110728077504, 49.07290217076862], [1.815224679451309, 49.076383431221316], [1.823630188790542, 49.07634045340693]]]}";78329;3.0;6.0;16.0;16.0;30;29.77;29.47;27.84;6.373627
49.0514714238, 2.09427406937;"{""type"": ""Polygon"", ""coordinates"": [[[2.120195269235026, 49.064775772432824], [2.126877088765402, 49.06400582922686], [2.103260122345041, 49.04866344290811], [2.095823729253433, 49.0361570647226], [2.090890588309063, 49.024231126352845], [2.089380930675191, 49.02876306318665], [2.083566831589841, 49.031139615488115], [2.087564327975566, 49.038495498936335], [2.081162515957974, 49.041215198173326], [2.078046184472727, 49.042987693659704], [2.072129116785138, 49.04730978303078], [2.074428451075801, 49.047450245765546], [2.075909735114059, 49.04900910088455], [2.076699236521049, 49.05498211035335], [2.093733231406975, 49.0689482487722], [2.104376718739825, 49.06727176815477], [2.104600174075132, 49.060482676458996], [2.108981371898031, 49.06000585556085], [2.109892726299624, 49.06120370206057], [2.112864938996437, 49.06061602311827], [2.120195269235026, 49.064775772432824]]]}";95500;448.0;879.0;1172.0;1677.0;1656;1697.77;1822.72;1862.46;12.05902
49.0352807703, 3.16398793313;"{""type"": ""Polygon"", ""coordinates"": [[[3.163340392431528, 49.02010081227724], [3.157243863073445, 49.012788203290924], [3.143283567707893, 49.01270760138629], [3.138240673929136, 49.01452370091794], [3.138091555818937, 49.0188325060748], [3.151589752151964, 49.02397125032824], [3.150619908540067, 49.0273686067233], [3.147508510856103, 49.03195925944211], [3.152501958389887, 49.03286806836808], [3.146344980566412, 49.0360864003979], [3.151543159575171, 49.03943996805856], [3.146665205660239, 49.0422894702513], [3.153534631834437, 49.041584154102694], [3.157915158409533, 49.04754231901001], [3.168320756177147, 49.05044397910685], [3.181973177857006, 49.06152264603429], [3.182226818778519, 49.05232964741239], [3.190345612966762, 49.052611153498944], [3.190730362839244, 49.04714935925924], [3.180768456223591, 49.04463316971674], [3.1772266921079, 49.03020703323244], [3.163751739228249, 49.026725875751644], [3.163340392431528, 49.02010081227724]]]}";77157;0.0;3.0;6.0;11.0;11;10.89;11.52;11.74;9.022557
49.0413629036, 2.29834832367;"{""type"": ""Polygon"", ""coordinates"": [[[2.324402095447732, 49.04456616873788], [2.293661921417008, 49.030485072272185], [2.274672207214175, 49.03635761296807], [2.284753030042788, 49.04898843724046], [2.28998175527671, 49.04631984687654], [2.299828640290971, 49.05034319690385], [2.30693145001032, 49.04686508138904], [2.321746244018242, 49.050941702861955], [2.324402095447732, 49.04456616873788]]]}";95091;36.0;107.0;170.0;216.0;237;222.23;226.13;230.0;7.865937
49.0298681219, 2.74512838203;"{""type"": ""Polygon"", ""coordinates"": [[[2.760591341800917, 49.04320785544891], [2.777876825862043, 49.04079130061677], [2.769131551927163, 49.035828718132144], [2.771883403209461, 49.02833618956725], [2.762458492497809, 49.02328164297221], [2.762166747812523, 49.01318369015242], [2.754775991460455, 49.01059399268721], [2.728271926088665, 49.01623636720783], [2.721333024693238, 49.00827421777294], [2.712852942961452, 49.00766391578322], [2.730959811926484, 49.02585852271354], [2.730228980257786, 49.03371182638859], [2.721687920167819, 49.0346311618807], [2.718986251880503, 49.047886719612364], [2.728178547773002, 49.049447403110044], [2.728948872724241, 49.0447864559859], [2.749921297825226, 49.046511275447955], [2.760591341800917, 49.04320785544891]]]}";77308;8.0;9.0;17.0;18.0;19;19.29;26.19;26.08;6.951872
49.0261954007, 1.81339482501;"{""type"": ""Polygon"", ""coordinates"": [[[1.831065768797538, 49.035905295290334], [1.831678764121642, 49.020053434820106], [1.83135204317762, 49.01186840579403], [1.820592091878139, 49.01193728510291], [1.798784059331985, 49.0171966533454], [1.790128063247994, 49.019781581045216], [1.785532144362896, 49.03099176778761], [1.801299880459083, 49.0311115836229], [1.811990025226095, 49.04061268861128], [1.821571496656604, 49.043974603829156], [1.831065768797538, 49.035905295290334]]]}";78113;1.0;5.0;8.0;27.0;17;17.0;17.39;17.93;4.913296
49.0259804679, 2.38489187764;"{""type"": ""Polygon"", ""coordinates"": [[[2.398965130431369, 49.039621986074785], [2.409871503960682, 49.024157016514195], [2.393204770978594, 49.0140945152955], [2.37983371519973, 49.01372262339531], [2.363439482625328, 49.00958194763183], [2.363513517295018, 49.020148421143034], [2.36386993181618, 49.021820990096344], [2.373754055266887, 49.037609508367225], [2.38266247043622, 49.04197677123422], [2.398965130431369, 49.039621986074785]]]}";95205;66.0;141.0;159.0;331.0;306;307.0;306.55;307.35;7.493384
49.0205560449, 2.27015086542;"{""type"": ""Polygon"", ""coordinates"": [[[2.274672207214175, 49.03635761296807], [2.293661921417008, 49.030485072272185], [2.295661308417008, 49.02725741145464], [2.286189172517097, 49.02262235952814], [2.280815141157926, 49.01071346422047], [2.273014688522193, 49.006482797603994], [2.263390128699895, 48.99813176593744], [2.252231400764361, 49.00185607008534], [2.256022735617636, 49.01539289455247], [2.262250524578722, 49.01976758925109], [2.255733603860162, 49.024978960541794], [2.258335362008695, 49.03996268263124], [2.274672207214175, 49.03635761296807]]]}";95574;84.0;147.0;183.0;260.0;285;286.2;292.46;297.53;8.315885
49.0164375708, 1.5311748329;"{""type"": ""Polygon"", ""coordinates"": [[[1.522964614695663, 49.03278997919046], [1.531565188335061, 49.02621376598439], [1.543872653365164, 49.025391335525235], [1.559232437889563, 49.03133325160277], [1.553208277851973, 49.02481708295721], [1.55928736571275, 49.01999320187995], [1.551859932610687, 49.0141149219209], [1.563167647981419, 49.01318465762786], [1.558986628088063, 49.00169898476901], [1.546157785652927, 48.99275276138467], [1.540341079438141, 49.00178658599345], [1.51863661895268, 49.01079761807426], [1.510499672091386, 49.009309243236366], [1.496987981438226, 49.01846500672538], [1.493777158750983, 49.02635550644533], [1.504662237910857, 49.02802692560519], [1.506286039127616, 49.03313789594399], [1.522964614695663, 49.03278997919046]]]}";78668;0.0;9.0;17.0;19.0;25;24.84;25.18;27.56;9.210527
49.0172489585, 2.06259244343;"{""type"": ""Polygon"", ""coordinates"": [[[2.08079879526393, 49.01895720987217], [2.079364151770529, 49.01613025243726], [2.084854486943671, 49.01459570706573], [2.071676164636825, 49.00158931761608], [2.064203697314359, 49.008316371217], [2.040764377032152, 49.02583012312322], [2.038185519300765, 49.03396193056177], [2.070624663426375, 49.01923076822203], [2.08079879526393, 49.01895720987217]]]}";95450;19.0;26.0;36.0;44.0;57;50.52;49.78;49.0;6.298201
49.0122043333, 2.97840052461;"{""type"": ""Polygon"", ""coordinates"": [[[3.013382664919205, 49.014268385782145], [3.013734425824503, 49.01399651377934], [2.995913472516873, 48.99499907716894], [2.985640516349886, 48.99219792260407], [2.966098840887311, 48.992235003591816], [2.955057227301382, 49.010901779066586], [2.948314650128967, 49.011783305906924], [2.938500595955226, 49.01531556569828], [2.941323702158789, 49.02034580967072], [2.946859315351787, 49.0268364434934], [2.966882405557685, 49.02379639101989], [2.971263852551329, 49.03171310956738], [2.984097668540834, 49.032100011579345], [2.985188329265457, 49.027651261025404], [2.995495234954324, 49.02319487120868], [3.007714027744869, 49.02476072199587], [3.013382664919205, 49.014268385782145]]]}";77126;21.0;28.0;41.0;56.0;71;71.37;71.75;75.69;8.676061
48.4782453932, 1.82644365166;"{""type"": ""Polygon"", ""coordinates"": [[[1.842888707035796, 48.49526906594699], [1.850336702050693, 48.47923137246946], [1.853989704264347, 48.4678533038616], [1.83652569834898, 48.46709406727113], [1.801417569522256, 48.46612420762006], [1.803254561010894, 48.47268854941869], [1.792240589462211, 48.47816665999933], [1.796108239274065, 48.484516051029196], [1.806328730044119, 48.486389880623406], [1.809411848491515, 48.480064417713095], [1.826952510800522, 48.4870151312183], [1.829657179788375, 48.49649658000593], [1.842888707035796, 48.49526906594699]]]}";78472;2.0;6.0;4.0;13.0;10;10.9;11.14;11.03;7.006369
48.4654366747, 2.8034618257;"{""type"": ""Polygon"", ""coordinates"": [[[2.826234679400034, 48.4781289739385], [2.816526256849956, 48.44876443047459], [2.810531284182368, 48.450920941155815], [2.793731536243685, 48.4483191797107], [2.785457424658011, 48.45721902711917], [2.778535323662703, 48.46642774635525], [2.791543897844858, 48.47837249344445], [2.813577288731762, 48.48124048545743], [2.826234679400034, 48.4781289739385]]]}";77179;3.0;6.0;16.0;24.0;25;25.58;21.92;21.46;7.167233
48.46767654, 2.25384365743;"{""type"": ""Polygon"", ""coordinates"": [[[2.270481434124207, 48.47922241861999], [2.276341361885303, 48.47641105344914], [2.263693610282004, 48.468580144385776], [2.275045933957808, 48.463020570505044], [2.265668915571165, 48.458329997837595], [2.259707959378577, 48.44867719832609], [2.25266098261669, 48.451351928964655], [2.247735460923186, 48.45432738322601], [2.248512780888408, 48.45800318495357], [2.235964028514006, 48.46592405748159], [2.22867702627276, 48.46531483953113], [2.237545224977349, 48.48003464628155], [2.247653592147745, 48.477417248238645], [2.265270070601998, 48.48206087145261], [2.270481434124207, 48.47922241861999]]]}";91671;2.0;6.0;9.0;14.0;13;12.8;14.33;14.16;4.046244
48.4610027467, 3.18532114928;"{""type"": ""Polygon"", ""coordinates"": [[[3.201220528788383, 48.459861113996375], [3.198582144814204, 48.455042963185015], [3.186547477205352, 48.44535854770074], [3.176719316593589, 48.45012631855457], [3.167125635856164, 48.46833609497142], [3.194393029555842, 48.47490453715842], [3.201220528788383, 48.459861113996375]]]}";77263;3.0;5.0;2.0;3.0;8;7.8;3.86;3.93;3.883496
48.4466811711, 2.89267235079;"{""type"": ""Polygon"", ""coordinates"": [[[2.927116842058781, 48.43517524947065], [2.924912185251153, 48.432713729898154], [2.913172177698294, 48.425939684567425], [2.904582611760106, 48.43343807736664], [2.895473152579866, 48.42604645649408], [2.884554467941644, 48.4333479462327], [2.866785423387223, 48.44113928812314], [2.85964671048315, 48.449976336919825], [2.866515351696557, 48.45395515152831], [2.872546326932037, 48.45156168876378], [2.882123119412045, 48.46202845829421], [2.892001039533316, 48.463913893702056], [2.894418396399873, 48.474576408824596], [2.905022736874578, 48.4746585830736], [2.902004347122162, 48.446877117422794], [2.911381804825518, 48.4383137772227], [2.916477704825692, 48.44188487752725], [2.927116842058781, 48.43517524947065]]]}";77480;5.0;12.0;12.0;23.0;33;34.0;35.31;36.2;8.788282
