Geometry X Y;Geometry;INSEE;CHOM75;CHOM82;CHOM90;CHOM99;CHOM2006;CHOM2007;CHOM2008;Chom2009;TxChom2009
48.8424852943, 2.50437509698;"{""type"": ""Polygon"", ""coordinates"": [[[2.513668033085319, 48.85015007476995], [2.511426788902361, 48.84441611721744], [2.517725731696911, 48.83433438392604], [2.513596462756245, 48.830006323354816], [2.497812409370052, 48.8308300275642], [2.491776173467953, 48.84767288765673], [2.500060292407861, 48.85587175535882], [2.505475215763326, 48.85722180534085], [2.513668033085319, 48.85015007476995]]]}";94058;375.0;826.0;932.0;1375.0;1310;1346.98;1394.78;1366.01;8.175285
48.8350723285, 2.42011860449;"{""type"": ""Polygon"", ""coordinates"": [[[2.399298676712309, 48.84812076090772], [2.416056103104093, 48.84660855279362], [2.412146640379682, 48.833858631979616], [2.421582259495629, 48.835855181142364], [2.421145808934503, 48.84147973863193], [2.427533090536378, 48.841510096102766], [2.437204532270288, 48.84069264056134], [2.440784782536013, 48.845869262729], [2.447881125833331, 48.844783439438565], [2.467145392389813, 48.839025659674384], [2.465790738508459, 48.82621250045188], [2.462918488963786, 48.81826830376356], [2.461290147750384, 48.818348833806695], [2.437418016271251, 48.81821954798297], [2.42943458653267, 48.82368492452365], [2.419942763659835, 48.824132894990115], [2.402135957082763, 48.82966605408071], [2.390363180637108, 48.8255895111203], [2.365995152747143, 48.84498677149462], [2.36444255792917, 48.84618319795233], [2.369215957902847, 48.85316929180259], [2.399298676712309, 48.84812076090772]]]}";75112;3664.0;5448.0;5529.0;7187.0;7536;7281.98;7146.32;7256.88;8.940547
48.8414617689, 2.41922537389;"{""type"": ""Polygon"", ""coordinates"": [[[2.427533090536378, 48.841510096102766], [2.421145808934503, 48.84147973863193], [2.421582259495629, 48.835855181142364], [2.412146640379682, 48.833858631979616], [2.416056103104093, 48.84660855279362], [2.416278323078813, 48.849252267281685], [2.418990139092255, 48.84937624367911], [2.418576442058612, 48.84638195408138], [2.428208071576047, 48.84554730507346], [2.427533090536378, 48.841510096102766]]]}";94067;375.0;531.0;562.0;793.0;975;954.92;1019.79;1021.96;8.585128
48.8318846638, 1.90405422493;"{""type"": ""Polygon"", ""coordinates"": [[[1.921838842440091, 48.82606135441018], [1.91774275655385, 48.81917581192739], [1.912301755003262, 48.820036993667685], [1.901458390163682, 48.82194757915676], [1.892090001215973, 48.83073038544083], [1.882002886724351, 48.83470456346106], [1.893458591741749, 48.84700697880425], [1.901491457323193, 48.839951492974635], [1.921491940956262, 48.834981037579226], [1.921838842440091, 48.82606135441018]]]}";78550;6.0;29.0;38.0;57.0;78;54.41;54.72;55.0;5.965293
48.8331704793, 2.04207304937;"{""type"": ""Polygon"", ""coordinates"": [[[2.052985874987018, 48.83079766677487], [2.046305711233073, 48.82479162300124], [2.03533480924525, 48.82596818391535], [2.030370684310231, 48.82922834231412], [2.031891598770827, 48.836642512675674], [2.041894974409019, 48.842819913981934], [2.053494376704112, 48.83717484337684], [2.052985874987018, 48.83079766677487]]]}";78518;1.0;2.0;2.0;4.0;6;6.07;7.08;6.54;10.0
48.8215466067, 3.18035266351;"{""type"": ""Polygon"", ""coordinates"": [[[3.201793047017941, 48.82426499320671], [3.193400969490154, 48.81227722170704], [3.1958866138269, 48.80876009150574], [3.18992232664297, 48.8071411083413], [3.183450758143676, 48.80689257763025], [3.165608010180387, 48.81876002305977], [3.16375147277959, 48.81849471044881], [3.163295678278803, 48.82795002132053], [3.16969365992563, 48.827714610054855], [3.165192121835274, 48.835499667344784], [3.17576785793112, 48.83978414499839], [3.183697570031238, 48.82619950981361], [3.201793047017941, 48.82426499320671]]]}";77106;4.0;16.0;24.0;39.0;47;47.32;41.56;42.76;8.477841
48.825621693, 3.13651047231;"{""type"": ""Polygon"", ""coordinates"": [[[3.165192121835274, 48.835499667344784], [3.16969365992563, 48.827714610054855], [3.163295678278803, 48.82795002132053], [3.16375147277959, 48.81849471044881], [3.114269274741812, 48.81111764570917], [3.109622854728503, 48.82055620908154], [3.112494022900428, 48.82738959316474], [3.106228580078976, 48.83268411595584], [3.124531189581637, 48.83834185191766], [3.142224416288415, 48.83387450570622], [3.161916343211436, 48.83841027726172], [3.165192121835274, 48.835499667344784]]]}";77042;24.0;42.0;65.0;116.0;113;113.33;108.59;109.31;7.295932
48.8271152322, 2.1299932618;"{""type"": ""Polygon"", ""coordinates"": [[[2.148451542058848, 48.82859425472313], [2.140255392144935, 48.82428186480779], [2.1361295254364, 48.81395994560591], [2.114027244047079, 48.82061852539426], [2.112683608130123, 48.82866444796205], [2.1207557062589, 48.836063116453985], [2.145804623513219, 48.83686321913588], [2.148451542058848, 48.82859425472313]]]}";78158;430.0;750.0;745.0;886.0;991;920.98;1005.34;962.46;6.765957
48.8153857017, 1.85927577898;"{""type"": ""Polygon"", ""coordinates"": [[[1.875030649445092, 48.83444274636366], [1.864467256967122, 48.822178131319156], [1.870712130539592, 48.81993759904481], [1.866737945346966, 48.81392301828148], [1.881568718278492, 48.80908812438287], [1.88595895603041, 48.80404545671802], [1.875837993865705, 48.80613632125437], [1.872763367419938, 48.79859678923162], [1.871384008580622, 48.79907678543029], [1.841733555916303, 48.80065159512932], [1.848695171044903, 48.812597227252375], [1.841479467462378, 48.82890628374557], [1.847030713128273, 48.828138868776485], [1.847914969821055, 48.83379022153594], [1.853239862774041, 48.83533271555191], [1.865893066993566, 48.83124888863612], [1.875030649445092, 48.83444274636366]]]}";78443;3.0;13.0;10.0;25.0;21;21.0;21.0;21.0;5.497377
48.8208947766, 1.82910931135;"{""type"": ""Polygon"", ""coordinates"": [[[1.83909846990995, 48.83000205428674], [1.841479467462378, 48.82890628374557], [1.848695171044903, 48.812597227252375], [1.829527317071834, 48.810867892512974], [1.811035067238276, 48.814902930369094], [1.814745027638937, 48.82340032009353], [1.806695245251482, 48.82985611864306], [1.83051415739487, 48.82895707877165], [1.832644982089349, 48.83374176557185], [1.83909846990995, 48.83000205428674]]]}";78653;2.0;5.0;3.0;9.0;5;5.17;8.7;8.84;5.810067
48.8198549923, 2.60910065024;"{""type"": ""Polygon"", ""coordinates"": [[[2.610743205003897, 48.83030919318591], [2.611060280244707, 48.826054819535464], [2.6163715429556, 48.82596099873836], [2.615035589982744, 48.823311376330416], [2.627162460916205, 48.819630077814665], [2.628672856557944, 48.81709923707689], [2.625106905722387, 48.81506692689659], [2.629321530101051, 48.81162093758155], [2.629744385298278, 48.807123434033294], [2.628082281707802, 48.80460969454777], [2.627445907070586, 48.802875699590935], [2.600642103538716, 48.81598941850257], [2.595608064013848, 48.814202378239166], [2.592595483574803, 48.82680812225124], [2.586092467202821, 48.828288336456865], [2.586844900607385, 48.83436584310405], [2.593065691590504, 48.83347974762012], [2.610743205003897, 48.83030919318591]]]}";77169;10.0;41.0;178.0;347.0;412;397.0;398.49;400.0;9.218714
48.8168704364, 2.65562096237;"{""type"": ""Polygon"", ""coordinates"": [[[2.680349987353449, 48.810966133563035], [2.686067566074644, 48.80215772800155], [2.676238190226565, 48.80101435721108], [2.65521515806045, 48.80246885272441], [2.656039274607056, 48.80997557622216], [2.628082281707802, 48.80460969454777], [2.629744385298278, 48.807123434033294], [2.629321530101051, 48.81162093758155], [2.625106905722387, 48.81506692689659], [2.628672856557944, 48.81709923707689], [2.627162460916205, 48.819630077814665], [2.637648751603773, 48.83093390176056], [2.656602677448326, 48.83236514096925], [2.665650615781396, 48.832448402672725], [2.674647102106259, 48.82733217240766], [2.680349987353449, 48.810966133563035]]]}";77146;16.0;30.0;66.0;105.0;82;80.55;79.78;79.0;7.596154
48.821182418, 1.79814821835;"{""type"": ""Polygon"", ""coordinates"": [[[1.806695245251482, 48.82985611864306], [1.814745027638937, 48.82340032009353], [1.811035067238276, 48.814902930369094], [1.804659225933732, 48.810098107920815], [1.801617564157999, 48.81439150441058], [1.791301240852528, 48.810187891170955], [1.781196285339341, 48.81647017247718], [1.786031721898436, 48.82004584232075], [1.78535831272175, 48.83042047743741], [1.799310140229382, 48.831341381384206], [1.806695245251482, 48.82985611864306]]]}";78084;5.0;7.0;12.0;20.0;15;15.12;15.18;14.41;4.827587
48.8177287809, 2.04659956964;"{""type"": ""Polygon"", ""coordinates"": [[[2.059749577043524, 48.829438399366175], [2.070775290403683, 48.82314270766724], [2.057142096302399, 48.81596079082895], [2.048569194324233, 48.80319661219747], [2.024895489404436, 48.81180337431598], [2.03533480924525, 48.82596818391535], [2.046305711233073, 48.82479162300124], [2.052985874987018, 48.83079766677487], [2.059749577043524, 48.829438399366175]]]}";78242;272.0;401.0;399.0;461.0;565;586.7;537.71;564.87;8.306556
48.8228990366, 2.40747258615;"{""type"": ""Polygon"", ""coordinates"": [[[2.419942763659835, 48.824132894990115], [2.419631045746111, 48.81684899585442], [2.41599437291484, 48.816312019761945], [2.40841048787949, 48.81691955948385], [2.390363180637108, 48.8255895111203], [2.402135957082763, 48.82966605408071], [2.419942763659835, 48.824132894990115]]]}";94018;409.0;752.0;906.0;1273.0;1294;1301.04;1284.94;1331.34;8.425724
48.821711554, 2.28773742259;"{""type"": ""Polygon"", ""coordinates"": [[[2.301440253294898, 48.825165207475976], [2.296113459542445, 48.820755996030734], [2.290844039451772, 48.817806621313224], [2.278286085796462, 48.81428344857449], [2.272526043452427, 48.81443322187116], [2.282315643444328, 48.82059631734403], [2.280820706059238, 48.82541325538156], [2.287165561565367, 48.8281815253615], [2.287920593361657, 48.82823489484308], [2.289465561441288, 48.82834430320035], [2.301440253294898, 48.825165207475976]]]}";92075;389.0;687.0;749.0;1059.0;1306;1141.24;1044.42;1075.94;7.49824
48.8125804394, 2.38801799795;"{""type"": ""Polygon"", ""coordinates"": [[[2.40841048787949, 48.81691955948385], [2.408820520935483, 48.80852907121873], [2.394324004803572, 48.79974243950219], [2.386946502467672, 48.80030349151349], [2.385698044266592, 48.80431479737665], [2.375788397647741, 48.805964313502756], [2.371199010696386, 48.80400538589299], [2.367253458573796, 48.80805324999059], [2.36445319719151, 48.8160665006567], [2.390363180637108, 48.8255895111203], [2.40841048787949, 48.81691955948385]]]}";94041;1435.0;2502.0;2982.0;3917.0;4083;4066.02;4222.76;4398.27;14.916744
48.8163968353, 2.29642587705;"{""type"": ""Polygon"", ""coordinates"": [[[2.314230375543964, 48.82231771771757], [2.300020506665128, 48.81127996945824], [2.290518879056209, 48.808893429802986], [2.279910230463527, 48.811001919572405], [2.278286085796462, 48.81428344857449], [2.290844039451772, 48.817806621313224], [2.296113459542445, 48.820755996030734], [2.301440253294898, 48.825165207475976], [2.314230375543964, 48.82231771771757]]]}";92046;700.0;1212.0;1314.0;1707.0;1714;1733.79;1790.62;1742.98;10.25419
48.8067539266, 2.06558003338;"{""type"": ""Polygon"", ""coordinates"": [[[2.082847679496169, 48.819330309510455], [2.070232288173603, 48.789805102928845], [2.053711340267886, 48.794306620289476], [2.05019001699646, 48.7983355878731], [2.048569194324233, 48.80319661219747], [2.057142096302399, 48.81596079082895], [2.070775290403683, 48.82314270766724], [2.082847679496169, 48.819330309510455]]]}";78545;187.0;433.0;416.0;560.0;731;744.93;700.14;706.33;7.733475
48.8059242988, 2.57644486391;"{""type"": ""Polygon"", ""coordinates"": [[[2.568597252347921, 48.81813633125083], [2.591814047656931, 48.80721450038957], [2.596462649694145, 48.8057471795453], [2.591505147897643, 48.79740402248164], [2.588461903299982, 48.793184154791064], [2.57599554034922, 48.793444789113806], [2.571449278373738, 48.799173653190955], [2.566467076027166, 48.805074080188284], [2.558114820480415, 48.803552814662794], [2.558404945087414, 48.807563043023755], [2.565391602273106, 48.81397912344316], [2.557392445997868, 48.81872508074248], [2.559711897470514, 48.82274935469176], [2.568597252347921, 48.81813633125083]]]}";94059;290.0;493.0;501.0;861.0;713;714.66;708.33;738.16;7.609553
48.8124864928, 1.90512754752;"{""type"": ""Polygon"", ""coordinates"": [[[1.912301755003262, 48.820036993667685], [1.910872541684677, 48.81359275468116], [1.917704032276492, 48.804838970849836], [1.91471064106602, 48.802572752846615], [1.900163935175914, 48.80961336715307], [1.893867213826957, 48.808797714048225], [1.887451763045839, 48.81059818084368], [1.898389881264127, 48.814705535357966], [1.901458390163682, 48.82194757915676], [1.912301755003262, 48.820036993667685]]]}";78442;28.0;55.0;53.0;95.0;81;82.0;82.25;82.67;5.194481
48.7988005344, 1.59629984724;"{""type"": ""Polygon"", ""coordinates"": [[[1.619975322270734, 48.80155959004386], [1.606730999632749, 48.79588182749184], [1.61780428534873, 48.788829680136615], [1.605033929752924, 48.78818184158895], [1.602493047697575, 48.78144765100867], [1.590861346427956, 48.78031985939727], [1.587791493032249, 48.77362680482491], [1.580072099755456, 48.77751473990808], [1.575309043170996, 48.79088276996328], [1.581024296860124, 48.79365475766414], [1.578657152407962, 48.805896263630075], [1.581350505965341, 48.81005229827806], [1.590386397112733, 48.81740442875912], [1.60857260492015, 48.81977033528031], [1.611381308975874, 48.81301641683871], [1.619899180253985, 48.80967089395532], [1.619975322270734, 48.80155959004386]]]}";78310;25.0;68.0;74.0;148.0;136;133.22;136.11;139.0;8.333333
48.7926512203, 3.13372985136;"{""type"": ""Polygon"", ""coordinates"": [[[3.162891466072891, 48.788022478840325], [3.134462753718462, 48.787352689423244], [3.138406232001173, 48.77277380955815], [3.150079747881247, 48.762753420116134], [3.141684434013458, 48.75588820570294], [3.132778617972808, 48.75437698111908], [3.132670408270104, 48.75952191158264], [3.119432464940506, 48.76193393428033], [3.125168739687566, 48.7754202990967], [3.102022089499157, 48.78592941196647], [3.103216972928825, 48.79459090788504], [3.104128151915897, 48.80866824528921], [3.114269274741812, 48.81111764570917], [3.16375147277959, 48.81849471044881], [3.165608010180387, 48.81876002305977], [3.162891466072891, 48.788022478840325]]]}";77070;9.0;20.0;25.0;49.0;46;45.83;48.37;49.7;6.520942
48.8028092559, 1.76814084394;"{""type"": ""Polygon"", ""coordinates"": [[[1.791301240852528, 48.810187891170955], [1.789324753920021, 48.79801993520951], [1.78172696822943, 48.79454789540036], [1.768596377423635, 48.79892576398915], [1.768052294396316, 48.79174665360203], [1.729535444243112, 48.79831978986079], [1.748412990287378, 48.803176032695674], [1.781196285339341, 48.81647017247718], [1.791301240852528, 48.810187891170955]]]}";78513;10.0;40.0;49.0;63.0;44;44.54;45.0;46.25;4.682753
48.8056079403, 2.43759969452;"{""type"": ""Polygon"", ""coordinates"": [[[2.462120666130529, 48.81334173635642], [2.46057333149127, 48.809365842776934], [2.464067508672395, 48.80742854673172], [2.448524950718268, 48.80379380107617], [2.447369085170855, 48.79824640065369], [2.436834921100881, 48.79232094046157], [2.43933177635199, 48.78868564852568], [2.432659149018044, 48.786650117781754], [2.41599437291484, 48.816312019761945], [2.419631045746111, 48.81684899585442], [2.462120666130529, 48.81334173635642]]]}";94046;1130.0;1657.0;1994.0;2452.0;2664;2568.35;2648.54;2603.34;9.24215
48.7777893863, 3.38264975209;"{""type"": ""Polygon"", ""coordinates"": [[[3.4092431727382, 48.78379314259756], [3.395910619983863, 48.75906823219548], [3.399104420471513, 48.75510823139185], [3.39440844184743, 48.745978383420336], [3.388214067372834, 48.74372439132213], [3.3872725968239, 48.73970391704535], [3.37298544700695, 48.7405363884852], [3.373649052853441, 48.74302158733846], [3.382822883593144, 48.75055529011633], [3.364516791347069, 48.763079290491966], [3.353892730247726, 48.765099317962274], [3.352256427874386, 48.76958375490142], [3.362032097136239, 48.77520713517848], [3.358987421761355, 48.78597291218553], [3.353715255315786, 48.786388835244516], [3.359006468305145, 48.79816812869307], [3.368525437225283, 48.79569901946097], [3.369325313242067, 48.80144771197211], [3.389068088302408, 48.81056655175522], [3.411919319436813, 48.7886065587081], [3.4092431727382, 48.78379314259756]]]}";77093;4.0;2.0;6.0;21.0;14;13.73;13.72;16.92;9.54774
48.805546734, 2.33447380979;"{""type"": ""Polygon"", ""coordinates"": [[[2.345074304665947, 48.80544918418714], [2.347891578000168, 48.8014651549652], [2.345168189696118, 48.79691506930901], [2.323932450967677, 48.8015010066897], [2.325806334308004, 48.80559887711194], [2.318802357947875, 48.805752218380256], [2.319096733489871, 48.80998951579791], [2.325741175115472, 48.80956767646157], [2.329266890245795, 48.81382151862511], [2.340268948987954, 48.81253572185685], [2.345074304665947, 48.80544918418714]]]}";94003;396.0;730.0;973.0;1082.0;1067;1081.56;1182.65;1296.71;12.672381
48.7830836735, 2.90503739022;"{""type"": ""Polygon"", ""coordinates"": [[[2.936340875679492, 48.78139064244291], [2.941199689424323, 48.76015032947733], [2.937219364333403, 48.75606155685531], [2.898994469414272, 48.77603232793207], [2.893064611525126, 48.77017101264578], [2.87181958220954, 48.76943642387409], [2.862544398017359, 48.78133235328966], [2.857334160071086, 48.78148217505685], [2.852860741626756, 48.784452217341645], [2.857314130312449, 48.78867664752601], [2.869091066193489, 48.791634903032424], [2.903222966395453, 48.80087709849601], [2.930163576170468, 48.8031502013934], [2.935945812264586, 48.80397430265384], [2.936340875679492, 48.78139064244291]]]}";77318;6.0;14.0;27.0;45.0;52;53.04;36.36;36.68;4.94589
48.7857017056, 2.53900236362;"{""type"": ""Polygon"", ""coordinates"": [[[2.555273425365719, 48.79203851775543], [2.561964502091399, 48.787852850399354], [2.535682079676744, 48.777002460397895], [2.520224122863449, 48.776731613733666], [2.522588695510997, 48.77958748601212], [2.512183953761607, 48.780934892949595], [2.517929202310449, 48.785458267689144], [2.522339250840191, 48.78202493289176], [2.532598468236316, 48.79211566205177], [2.54603964385773, 48.79066194706101], [2.547361579966296, 48.79750302568567], [2.553735012337043, 48.79818353047046], [2.555273425365719, 48.79203851775543]]]}";94055;147.0;264.0;280.0;408.0;351;351.25;340.15;340.57;7.175993
48.765258481, 3.21300400322;"{""type"": ""Polygon"", ""coordinates"": [[[3.243369697697531, 48.78733848385605], [3.246402265449523, 48.770073815861046], [3.243312457202909, 48.75756537855986], [3.24924099865171, 48.75041181003101], [3.250207933709055, 48.744633343390774], [3.245359336389593, 48.74348847050453], [3.242158105712639, 48.73793804407302], [3.234859929071608, 48.73886824333883], [3.213845584210104, 48.74154132252244], [3.209476601394009, 48.73839103602538], [3.201215210920309, 48.741588719379116], [3.199745492270478, 48.74215767605513], [3.203245852856258, 48.74630092397088], [3.192553313452274, 48.75032948753049], [3.188787121098915, 48.749591889606826], [3.181261644766333, 48.75331725234637], [3.171602039974152, 48.7515088702814], [3.164253714021803, 48.756985503053755], [3.192500642230693, 48.7725961244923], [3.170954100820386, 48.78184824597713], [3.178141806289703, 48.78843251099594], [3.218310238416555, 48.7894508036308], [3.243369697697531, 48.78733848385605]]]}";77116;8.0;11.0;27.0;45.0;29;29.57;30.0;30.34;5.172414
48.7745486794, 3.16070350271;"{""type"": ""Polygon"", ""coordinates"": [[[3.164253714021803, 48.756985503053755], [3.160894176873708, 48.755346096119126], [3.155259156342274, 48.76337282842425], [3.150079747881247, 48.762753420116134], [3.138406232001173, 48.77277380955815], [3.134462753718462, 48.787352689423244], [3.162891466072891, 48.788022478840325], [3.178141806289703, 48.78843251099594], [3.170954100820386, 48.78184824597713], [3.192500642230693, 48.7725961244923], [3.164253714021803, 48.756985503053755]]]}";77278;0.0;8.0;9.0;19.0;15;15.42;11.52;11.27;5.263159
48.7698783262, 1.9233061208;"{""type"": ""Polygon"", ""coordinates"": [[[1.937225035019136, 48.779182507320606], [1.939853854166729, 48.77576457263245], [1.940130211654885, 48.774914375357596], [1.942656106997241, 48.77187639012837], [1.944810829107614, 48.76626813974468], [1.948479790775895, 48.76558685023618], [1.955285306593157, 48.76454110015278], [1.952013533497478, 48.75940333368083], [1.94186113756012, 48.755700348837244], [1.932259600859787, 48.760639701597675], [1.928794488343864, 48.75690430101208], [1.916082890332376, 48.7578652623569], [1.90406191753796, 48.76537424523058], [1.894896885471488, 48.77873846904973], [1.90937028603838, 48.78560127393489], [1.921857078023316, 48.78020949515982], [1.931483729568066, 48.78132806109446], [1.937225035019136, 48.779182507320606]]]}";78383;125.0;431.0;499.0;703.0;711;711.95;728.14;713.89;7.502965
48.762213402, 2.1398075858;"{""type"": ""Polygon"", ""coordinates"": [[[2.145419503569237, 48.7706127488751], [2.15930843870127, 48.76338707059783], [2.128568750186421, 48.753065275706206], [2.123734396000577, 48.75138367925414], [2.123341501388045, 48.75420667220181], [2.132608917933974, 48.76607613298045], [2.141197415043283, 48.77179262163199], [2.145419503569237, 48.7706127488751]]]}";78343;7.0;33.0;24.0;40.0;40;40.1;53.09;54.06;7.955907
48.7432824202, 2.9896239527;"{""type"": ""Polygon"", ""coordinates"": [[[3.013344595005321, 48.751012270436746], [2.999180022094201, 48.72796520822865], [2.978924586698308, 48.72788345969454], [2.965709429431941, 48.732013142951615], [2.972435854799022, 48.73604964311964], [2.966621207196868, 48.740695420717486], [2.968276313403591, 48.74898687405412], [2.984049556292175, 48.75198293786139], [2.992809889627947, 48.76452318692663], [3.013344595005321, 48.751012270436746]]]}";77360;0.0;8.0;9.0;6.0;6;6.0;6.24;6.39;3.370787
48.7399150358, 2.77820744727;"{""type"": ""Polygon"", ""coordinates"": [[[2.795954681140865, 48.757006544347995], [2.812479181920319, 48.74836847003244], [2.81749286842643, 48.73524472901591], [2.813180730156752, 48.72787968230529], [2.797682936808555, 48.72918452582186], [2.785918836467518, 48.71649760527846], [2.755258009561207, 48.72926738171164], [2.736164170694248, 48.75873360700411], [2.74195921855567, 48.76551176071356], [2.75234831342495, 48.76177827652409], [2.754707589043523, 48.752776769467985], [2.778249819840826, 48.74670771071571], [2.78709636665476, 48.75205983033562], [2.792142581397611, 48.75064587487967], [2.795954681140865, 48.757006544347995]]]}";77470;78.0;178.0;165.0;352.0;385;380.22;359.53;358.76;8.71072
48.7323354121, 2.41045671423;"{""type"": ""Polygon"", ""coordinates"": [[[2.43963601516181, 48.725196700729704], [2.436018709328706, 48.724309643327466], [2.421157832848549, 48.72949247935375], [2.410767475431425, 48.72613646158259], [2.401593071816302, 48.72654675328619], [2.391407942380864, 48.722694239794635], [2.385016109048185, 48.71880329262494], [2.370746867172608, 48.72004945189652], [2.370317094941325, 48.727675395143905], [2.384986059584011, 48.72988231928068], [2.388378239690356, 48.73700305605179], [2.40270928390974, 48.738038791859665], [2.407120221586241, 48.74222674536912], [2.436970793171986, 48.74490213392078], [2.444809839329088, 48.73550654420394], [2.43963601516181, 48.725196700729704]]]}";94077;395.0;705.0;860.0;1186.0;1112;1127.81;1097.77;1091.08;12.19585
48.7266664858, 1.93666875287;"{""type"": ""Polygon"", ""coordinates"": [[[1.963685732483907, 48.725504078608736], [1.960183968346052, 48.71944037897657], [1.941957127849228, 48.709342616142365], [1.937276943147502, 48.71007268569442], [1.939652548210542, 48.71888497934636], [1.916620847357712, 48.72316381829058], [1.902105580139298, 48.72149959366388], [1.906633974000794, 48.73537478830356], [1.918874781915763, 48.73315417718122], [1.92580280922673, 48.73708229191535], [1.932045315039451, 48.74017121368273], [1.948296032984638, 48.73284470163083], [1.956640519010488, 48.73673978580848], [1.964601618431763, 48.733897377699755], [1.963685732483907, 48.725504078608736]]]}";78334;8.0;30.0;42.0;72.0;45;45.08;44.27;48.77;5.778303
48.7275213335, 2.27610697524;"{""type"": ""Polygon"", ""coordinates"": [[[2.304104485310806, 48.72950125165537], [2.30148798041557, 48.719554526300364], [2.294114641003839, 48.712016098897855], [2.267091539078268, 48.71827064333821], [2.250565320857627, 48.726280813533286], [2.235067071037149, 48.72758993296095], [2.241786511126885, 48.73235290238008], [2.238204569760726, 48.73571313621852], [2.267921253202721, 48.7374436428169], [2.274551840935246, 48.74072082256988], [2.279849974988259, 48.73277402894343], [2.302451940539998, 48.74074167369739], [2.304104485310806, 48.72950125165537]]]}";91377;785.0;1723.0;1425.0;1982.0;2163;2116.19;2054.68;1981.85;9.348219
48.7192429063, 1.61411743145;"{""type"": ""Polygon"", ""coordinates"": [[[1.620590837997894, 48.73615677019193], [1.616561891833661, 48.729899163424896], [1.620819073638293, 48.725960068962756], [1.638622751274767, 48.73198804923898], [1.64082214580759, 48.72733412066245], [1.629894561723148, 48.72149326527678], [1.633710644559923, 48.714016691643295], [1.627677477469746, 48.711110489420456], [1.610466829944807, 48.711604519669365], [1.601974942031625, 48.705075012454714], [1.596238033148542, 48.70600982935513], [1.595245185138345, 48.70930034924999], [1.586936786283411, 48.710282695083954], [1.596858973772355, 48.72110347913518], [1.601216008525523, 48.720583162890485], [1.61618233811063, 48.73639875284366], [1.620590837997894, 48.73615677019193]]]}";78283;0.0;8.0;7.0;9.0;4;4.28;7.82;7.92;5.09554
48.6968992634, 3.44467733353;"{""type"": ""Polygon"", ""coordinates"": [[[3.467070967355167, 48.723245611285584], [3.464859983974351, 48.707231616028835], [3.475855705397905, 48.69967650355496], [3.473175388534759, 48.68870262129498], [3.455106872976231, 48.68255904739263], [3.442294293350516, 48.67254834617247], [3.415410817825045, 48.68214191692635], [3.412751620356221, 48.69297751376357], [3.419566970013002, 48.707797445700905], [3.426383659950034, 48.7038381084025], [3.449723072315201, 48.720070840849104], [3.458718801515312, 48.724191629664325], [3.467070967355167, 48.723245611285584]]]}";77301;3.0;5.0;13.0;29.0;24;24.0;24.0;23.64;14.285716
48.6958130377, 2.46165025448;"{""type"": ""Polygon"", ""coordinates"": [[[2.465467924897858, 48.711978040259275], [2.475821340654329, 48.711570153216854], [2.472806268945777, 48.6972214324573], [2.482293638560616, 48.68973672121956], [2.49322672060978, 48.68080140666586], [2.478440211885473, 48.67682807240797], [2.469744421703389, 48.66979731914987], [2.463913974435097, 48.67282555241544], [2.454676782792575, 48.682538652660924], [2.434400214361518, 48.70990472584937], [2.443024193206287, 48.72056233153522], [2.465467924897858, 48.711978040259275]]]}";91421;395.0;759.0;852.0;1012.0;1015;911.34;901.1;928.24;8.746584
48.7082683446, 2.2783932568;"{""type"": ""Polygon"", ""coordinates"": [[[2.294114641003839, 48.712016098897855], [2.294066468433397, 48.70479493300901], [2.291830210753728, 48.69863406626435], [2.284751908111093, 48.69909865653467], [2.268171145323033, 48.70406280660679], [2.259295311047425, 48.70652109884931], [2.267091539078268, 48.71827064333821], [2.294114641003839, 48.712016098897855]]]}";91136;34.0;59.0;58.0;109.0;81;81.0;82.28;83.19;6.516057
48.6814070516, 3.0174709314;"{""type"": ""Polygon"", ""coordinates"": [[[3.055586164148123, 48.70766708820364], [3.060151193243593, 48.69164786805684], [3.058150893404607, 48.68741587282766], [3.048753861529935, 48.68690887497564], [3.041863982051128, 48.67032350369175], [3.047985786120534, 48.67019543834205], [3.050667209364358, 48.663065062296894], [3.04566216068876, 48.65764655515356], [3.040169428437069, 48.65799544254636], [3.043728476306813, 48.65242460646575], [3.024875762730878, 48.64653294521731], [3.017426787433227, 48.646658751382716], [3.018607074059662, 48.65457458110719], [3.009656952668657, 48.663252292386225], [3.000151684650622, 48.665133761415326], [2.994397485608836, 48.66118327950421], [2.98449646362793, 48.66187865933589], [2.98474376508476, 48.66524065154505], [2.974638498423423, 48.66914684957255], [2.973799458982529, 48.67148974756939], [2.977459682590493, 48.690057819861536], [3.00940904033283, 48.712338106948074], [3.018112010672412, 48.71574868534479], [3.020119057259121, 48.703532958131], [3.037948665433106, 48.700888391435136], [3.045801867924659, 48.70664930218678], [3.055586164148123, 48.70766708820364]]]}";77527;1.0;6.0;7.0;24.0;20;28.67;29.32;30.0;9.771987
